"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 46045 ,  Edmunds County," 4,120 "," 2,834 "," 1,286 ", 576 , 10
 46047 ,  Fall River County," 7,081 "," 4,268 "," 2,813 "," 1,124 ", 23
 46049 ,  Faulk County," 2,504 "," 1,851 ", 653 , 313 , 10
 46051 ,  Grant County," 7,389 "," 4,949 "," 2,440 "," 1,195 ", 34
 46053 ,  Gregory County," 4,572 "," 3,257 "," 1,315 ", 780 , 10
 46055 ,  Haakon County," 2,075 "," 1,390 ", 685 , 354 , -
 46057 ,  Hamlin County," 5,180 "," 3,391 "," 1,789 ", 921 , 16
 46059 ,  Hand County," 3,543 "," 2,591 ", 952 , 559 , 6
 46061 ,  Hanson County," 2,900 "," 2,110 ", 790 , 241 , 27
 46063 ,  Harding County," 1,298 ", 902 , 396 , 198 , 6
 46065 ,  Hughes County," 15,403 "," 8,866 "," 6,537 "," 2,946 ", 148
 46067 ,  Hutchinson County," 7,606 "," 5,319 "," 2,287 "," 1,127 ", 5
 46069 ,  Hyde County," 1,529 "," 1,066 ", 463 , 186 , -
 46071 ,  Jackson County," 2,673 "," 1,820 ", 853 , 404 , 7
 46073 ,  Jerauld County," 2,213 "," 1,660 ", 553 , 315 , -
 46075 ,  Jones County," 1,136 ", 766 , 370 , 195 , -
 46077 ,  Kingsbury County," 5,507 "," 3,628 "," 1,879 ", 906 , 16
 46079 ,  Lake County," 10,667 "," 6,201 "," 4,466 "," 1,932 ", 31
 46081 ,  Lawrence County," 20,762 "," 10,086 "," 10,676 "," 4,230 ", 109
 46083 ,  Lincoln County," 22,198 "," 11,791 "," 10,407 "," 2,544 ", 108
 46085 ,  Lyman County," 3,562 "," 2,326 "," 1,236 ", 543 , 26
 46087 ,  McCook County," 5,445 "," 3,388 "," 2,057 ", 839 , 14
 46089 ,  McPherson County," 2,740 "," 2,007 ", 733 , 386 , 14
 46091 ,  Marshall County," 4,308 "," 3,158 "," 1,150 ", 695 , -
 46093 ,  Meade County," 22,418 "," 11,245 "," 11,173 "," 3,044 ", 574
 46095 ,  Mellette County," 1,893 "," 1,272 ", 621 , 215 , 5
 46097 ,  Miner County," 2,738 "," 1,946 ", 792 , 409 , 6
 46099 ,  Minnehaha County," 137,416 "," 67,330 "," 70,086 "," 38,181 "," 2,754 "
 46101 ,  Moody County," 6,176 "," 3,891 "," 2,285 "," 1,015 ", 65
 46103 ,  Pennington County," 82,286 "," 39,252 "," 43,034 "," 22,381 "," 1,053 "
 46105 ,  Perkins County," 3,169 "," 2,353 ", 816 , 471 , 40
 46107 ,  Potter County," 2,571 "," 1,746 ", 825 , 499 , 4
 46109 ,  Roberts County," 9,334 "," 6,103 "," 3,231 "," 1,648 ", 26
 46111 ,  Sanborn County," 2,528 "," 1,748 ", 780 , 412 , 3
 46113 ,  Shannon County," 11,078 "," 7,505 "," 3,573 "," 2,153 ", 99
 46115 ,  Spink County," 7,001 "," 4,729 "," 2,272 "," 1,295 ", 27
 46117 ,  Stanley County," 2,620 "," 1,570 "," 1,050 ", 308 , 7
 46119 ,  Sully County," 1,466 ", 958 , 508 , 228 , 2
 46121 ,  Todd County," 7,932 "," 4,702 "," 3,230 "," 1,979 ", 18
 46123 ,  Tripp County," 6,032 "," 4,203 "," 1,829 "," 1,252 ", 8
 46125 ,  Turner County," 8,359 "," 5,473 "," 2,886 "," 1,230 ", 33
 46127 ,  Union County," 11,727 "," 6,377 "," 5,350 "," 1,685 ", 116
 46129 ,  Walworth County," 5,614 "," 3,249 "," 2,365 "," 1,033 ", 17
 46135 ,  Yankton County," 20,292 "," 11,136 "," 9,156 "," 4,054 ", 147
 46137 ,  Ziebach County," 2,247 "," 1,457 ", 790 , 291 , 21
Tennessee,,,,,,
 47001 ,  Anderson County," 67,274 "," 41,353 "," 25,921 "," 13,634 ", 443
 47003 ,  Bedford County," 34,861 "," 17,934 "," 16,927 "," 9,373 "," 1,300 "
 47005 ,  Benton County," 15,695 "," 9,721 "," 5,974 "," 3,262 ", 34
 47007 ,  Bledsoe County," 11,654 "," 6,629 "," 5,025 "," 1,732 ", 45
 47009 ,  Blount County," 99,662 "," 55,422 "," 44,240 "," 23,300 ", 889
 47011 ,  Bradley County," 82,246 "," 44,095 "," 38,151 "," 20,958 "," 1,020 "
 47013 ,  Campbell County," 37,513 "," 23,103 "," 14,410 "," 9,049 ", 313
 47015 ,  Cannon County," 11,946 "," 7,586 "," 4,360 "," 1,936 ", 82
 47017 ,  Carroll County," 27,755 "," 16,504 "," 11,251 "," 5,875 ", 129
 47019 ,  Carter County," 53,614 "," 31,897 "," 21,717 "," 12,319 ", 262
 47021 ,  Cheatham County," 33,310 "," 19,105 "," 14,205 "," 4,643 ", 116
 47023 ,  Chester County," 14,502 "," 8,324 "," 6,178 "," 2,444 ", 98
 47025 ,  Claiborne County," 28,180 "," 17,645 "," 10,535 "," 6,193 ", 156
 47027 ,  Clay County," 7,575 "," 4,894 "," 2,681 "," 1,493 ", 31
 47029 ,  Cocke County," 31,556 "," 19,811 "," 11,745 "," 7,087 ", 128
 47031 ,  Coffee County," 44,806 "," 25,116 "," 19,690 "," 10,409 ", 387
 47033 ,  Crockett County," 13,607 "," 9,084 "," 4,523 "," 2,077 ", 201
 47035 ,  Cumberland County," 44,266 "," 24,749 "," 19,517 "," 9,504 ", 215
 47037 ,  Davidson County," 532,311 "," 242,370 "," 289,941 "," 154,521 "," 17,757 "
 47039 ,  Decatur County," 11,072 "," 7,195 "," 3,877 "," 1,956 ", 41
 47041 ,  DeKalb County," 16,378 "," 9,625 "," 6,753 "," 3,563 ", 184
 47043 ,  Dickson County," 40,181 "," 22,551 "," 17,630 "," 9,588 ", 202
 47045 ,  Dyer County," 34,819 "," 18,050 "," 16,769 "," 10,977 ", 280
 47047 ,  Fayette County," 26,867 "," 16,632 "," 10,235 "," 3,469 ", 89
 47049 ,  Fentress County," 15,621 "," 9,225 "," 6,396 "," 4,211 ", 24
 47051 ,  Franklin County," 36,923 "," 21,331 "," 15,592 "," 7,893 ", 352
 47053 ,  Gibson County," 45,206 "," 26,642 "," 18,564 "," 11,794 ", 250
 47055 ,  Giles County," 27,646 "," 17,315 "," 10,331 "," 6,271 ", 141
 47057 ,  Grainger County," 19,408 "," 12,761 "," 6,647 "," 3,019 ", 127
 47059 ,  Greene County," 59,210 "," 35,019 "," 24,191 "," 14,389 ", 462
 47061 ,  Grundy County," 13,362 "," 9,028 "," 4,334 "," 2,529 ", 34
 47063 ,  Hamblen County," 54,365 "," 30,154 "," 24,211 "," 13,000 "," 1,732 "
 47065 ,  Hamilton County," 289,668 "," 158,706 "," 130,962 "," 81,676 "," 4,372 "
 47067 ,  Hancock County," 6,433 "," 4,566 "," 1,867 "," 1,063 ", 39
 47069 ,  Hardeman County," 26,439 "," 15,340 "," 11,099 "," 5,118 ", 297
 47071 ,  Hardin County," 24,064 "," 14,063 "," 10,001 "," 5,578 ", 77
 47073 ,  Hawkins County," 50,242 "," 30,790 "," 19,452 "," 9,914 ", 248
 47075 ,  Haywood County," 18,384 "," 11,132 "," 7,252 "," 4,708 ", 149
 47077 ,  Henderson County," 23,870 "," 14,039 "," 9,831 "," 5,562 ", 138
 47079 ,  Henry County," 29,421 "," 16,341 "," 13,080 "," 7,060 ", 70
 47081 ,  Hickman County," 20,828 "," 11,612 "," 9,216 "," 3,644 ", 53
 47083 ,  Houston County," 7,552 "," 4,877 "," 2,675 "," 1,471 ", 39
 47085 ,  Humphreys County," 16,884 "," 10,372 "," 6,512 "," 3,583 ", 58
 47087 ,  Jackson County," 10,331 "," 6,629 "," 3,702 "," 1,583 ", 35
 47089 ,  Jefferson County," 41,601 "," 23,275 "," 18,326 "," 6,706 ", 478
 47091 ,  Johnson County," 16,634 "," 10,522 "," 6,112 "," 3,356 ", 78
 47093 ,  Knox County," 358,859 "," 186,737 "," 172,122 "," 97,549 "," 4,710 "
 47095 ,  Lake County," 7,577 "," 4,409 "," 3,168 "," 1,373 ", 54
 47097 ,  Lauderdale County," 25,264 "," 14,310 "," 10,954 "," 6,624 ", 130
 47099 ,  Lawrence County," 37,272 "," 22,712 "," 14,560 "," 10,204 ", 117
 47101 ,  Lewis County," 10,645 "," 6,304 "," 4,341 "," 2,367 ", 22
 47103 ,  Lincoln County," 29,464 "," 17,005 "," 12,459 "," 7,474 ", 177
 47105 ,  Loudon County," 36,824 "," 21,305 "," 15,519 "," 6,549 ", 304
 47107 ,  McMinn County," 45,890 "," 26,933 "," 18,957 "," 10,549 ", 254
 47109 ,  McNairy County," 23,127 "," 14,225 "," 8,902 "," 4,684 ", 73
 47111 ,  Macon County," 18,919 "," 10,894 "," 8,025 "," 3,880 ", 197
 47113 ,  Madison County," 85,527 "," 43,430 "," 42,097 "," 23,760 "," 1,051 "
 47115 ,  Marion County," 26,129 "," 16,894 "," 9,235 "," 5,572 ", 102
 47117 ,  Marshall County," 25,015 "," 13,624 "," 11,391 "," 5,766 ", 244
 47119 ,  Maury County," 64,643 "," 35,396 "," 29,247 "," 15,890 ", 668
 47121 ,  Meigs County," 10,319 "," 6,017 "," 4,302 "," 1,557 ", 9
 47123 ,  Monroe County," 36,528 "," 21,170 "," 15,358 "," 7,816 ", 246
 47125 ,  Montgomery County," 123,542 "," 51,956 "," 71,586 "," 28,171 "," 6,276 "
 47127 ,  Moore County," 5,434 "," 3,631 "," 1,803 ", 617 , 14
 47129 ,  Morgan County," 18,617 "," 12,540 "," 6,077 "," 3,297 ", 90
 47131 ,  Obion County," 30,396 "," 18,130 "," 12,266 "," 7,409 ", 266
 47133 ,  Overton County," 18,882 "," 12,441 "," 6,441 "," 3,014 ", 107
 47135 ,  Perry County," 7,166 "," 4,759 "," 2,407 "," 1,010 ", 13
 47137 ,  Pickett County," 4,670 "," 3,106 "," 1,564 ", 803 , 5
 47139 ,  Polk County," 15,011 "," 9,889 "," 5,122 "," 2,303 ", 30
 47141 ,  Putnam County," 58,541 "," 28,284 "," 30,257 "," 14,567 ", 927
 47143 ,  Rhea County," 26,681 "," 15,590 "," 11,091 "," 6,327 ", 199
 47145 ,  Roane County," 48,880 "," 30,451 "," 18,429 "," 9,532 ", 256
 47147 ,  Robertson County," 50,734 "," 28,716 "," 22,018 "," 9,835 ", 970
 47149 ,  Rutherford County," 168,311 "," 74,787 "," 93,524 "," 41,547 "," 2,443 "
 47151 ,  Scott County," 19,660 "," 12,847 "," 6,813 "," 4,670 ", 70
 47153 ,  Sequatchie County," 10,554 "," 6,106 "," 4,448 "," 2,365 ", 52
 47155 ,  Sevier County," 67,000 "," 36,348 "," 30,652 "," 14,410 ", 511
 47157 ,  Shelby County," 829,246 "," 424,884 "," 404,362 "," 279,504 "," 15,638 "
 47159 ,  Smith County," 16,551 "," 9,485 "," 7,066 "," 3,611 ", 95
 47161 ,  Stewart County," 11,661 "," 6,610 "," 5,051 "," 1,898 ", 108
 47163 ,  Sullivan County," 144,563 "," 86,960 "," 57,603 "," 35,634 ", 903
 47165 ,  Sumner County," 121,789 "," 63,087 "," 58,702 "," 26,861 "," 1,421 "
 47167 ,  Tipton County," 47,682 "," 25,211 "," 22,471 "," 9,637 ", 550
 47169 ,  Trousdale County," 6,800 "," 4,262 "," 2,538 ", 847 , 107
 47171 ,  Unicoi County," 16,697 "," 10,843 "," 5,854 "," 3,002 ", 40
 47173 ,  Union County," 16,608 "," 10,332 "," 6,276 "," 2,953 ", 16
 47175 ,  Van Buren County," 5,186 "," 3,622 "," 1,564 ", 580 , 4
 47177 ,  Warren County," 35,764 "," 19,513 "," 16,251 "," 10,454 ", 805
 47179 ,  Washington County," 100,816 "," 54,888 "," 45,928 "," 21,843 "," 1,059 "
 47181 ,  Wayne County," 15,979 "," 9,418 "," 6,561 "," 2,900 ", 66
 47183 ,  Weakley County," 32,868 "," 17,586 "," 15,282 "," 7,637 ", 527
 47185 ,  White County," 21,719 "," 13,587 "," 8,132 "," 4,886 ", 127
 47187 ,  Williamson County," 117,355 "," 56,613 "," 60,742 "," 17,542 "," 1,751 "
 47189 ,  Wilson County," 82,813 "," 44,566 "," 38,247 "," 15,897 ", 513
Texas,,,,,,
 48001 ,  Anderson County," 51,995 "," 31,863 "," 20,132 "," 9,246 ", 788
 48003 ,  Andrews County," 12,075 "," 7,645 "," 4,430 "," 2,489 ", 71
 48005 ,  Angelina County," 74,243 "," 42,323 "," 31,920 "," 19,586 ", 967
 48007 ,  Aransas County," 21,309 "," 10,420 "," 10,889 "," 4,315 ", 282
 48009 ,  Archer County," 8,299 "," 5,021 "," 3,278 "," 1,069 ", 53
 48011 ,  Armstrong County," 2,033 "," 1,219 ", 814 , 231 , 5
 48013 ,  Atascosa County," 35,459 "," 21,594 "," 13,865 "," 6,110 ", 352
 48015 ,  Austin County," 22,056 "," 12,818 "," 9,238 "," 4,037 ", 363
 48017 ,  Bailey County," 6,069 "," 3,463 "," 2,606 "," 1,552 ", 69
 48019 ,  Bandera County," 16,690 "," 8,264 "," 8,426 "," 1,948 ", 195
 48021 ,  Bastrop County," 53,475 "," 27,794 "," 25,681 "," 8,221 "," 1,138 "
 48023 ,  Baylor County," 3,871 "," 2,213 "," 1,658 ", 871 , 6
 48025 ,  Bee County," 30,465 "," 13,336 "," 17,129 "," 6,071 ", 166
 48027 ,  Bell County," 216,793 "," 85,622 "," 131,171 "," 51,960 "," 11,391 "
 48029 ,  Bexar County," 1,283,614 "," 656,818 "," 626,796 "," 396,544 "," 37,386 "
 48031 ,  Blanco County," 7,888 "," 4,281 "," 3,607 "," 1,113 ", 120
 48033 ,  Borden County, 704 , 488 , 216 , 29 , 5
 48035 ,  Bosque County," 16,216 "," 8,972 "," 7,244 "," 2,971 ", 186
 48037 ,  Bowie County," 83,487 "," 44,044 "," 39,443 "," 21,774 ", 511
 48039 ,  Brazoria County," 223,313 "," 118,596 "," 104,717 "," 52,780 "," 4,541 "
 48041 ,  Brazos County," 142,773 "," 45,823 "," 96,950 "," 33,010 "," 7,003 "
 48043 ,  Brewster County," 8,407 "," 4,107 "," 4,300 "," 1,296 ", 358
 48045 ,  Briscoe County," 1,680 "," 1,105 ", 575 , 220 , -
 48047 ,  Brooks County," 7,326 "," 5,264 "," 2,062 "," 1,439 ", 8
 48049 ,  Brown County," 35,355 "," 17,707 "," 17,648 "," 9,426 ", 201
 48051 ,  Burleson County," 15,321 "," 9,702 "," 5,619 "," 2,324 ", 76
 48053 ,  Burnet County," 31,900 "," 16,368 "," 15,532 "," 5,363 ", 473
 48055 ,  Caldwell County," 29,786 "," 16,447 "," 13,339 "," 5,086 ", 272
 48057 ,  Calhoun County," 19,083 "," 11,375 "," 7,708 "," 4,606 ", 458
 48059 ,  Callahan County," 12,205 "," 6,983 "," 5,222 "," 1,985 ", 68
 48061 ,  Cameron County," 303,696 "," 177,736 "," 125,960 "," 85,786 "," 12,001 "
 48063 ,  Camp County," 10,810 "," 5,846 "," 4,964 "," 2,496 ", 265
 48065 ,  Carson County," 6,141 "," 3,965 "," 2,176 ", 766 , 17
 48067 ,  Cass County," 28,613 "," 17,799 "," 10,814 "," 6,166 ", 109
 48069 ,  Castro County," 7,574 "," 4,821 "," 2,753 "," 1,597 ", 70
 48071 ,  Chambers County," 24,205 "," 13,974 "," 10,231 "," 3,944 ", 301
 48073 ,  Cherokee County," 43,370 "," 24,521 "," 18,849 "," 10,082 "," 1,227 "
 48075 ,  Childress County," 7,315 "," 4,658 "," 2,657 "," 1,456 ", 164
 48077 ,  Clay County," 10,360 "," 6,319 "," 4,041 "," 1,358 ", 28
 48079 ,  Cochran County," 3,460 "," 2,199 "," 1,261 ", 663 , 86
 48081 ,  Coke County," 3,710 "," 2,120 "," 1,590 ", 438 , 72
 48083 ,  Coleman County," 8,719 "," 5,197 "," 3,522 "," 1,627 ", 50
 48085 ,  Collin County," 449,510 "," 171,109 "," 278,401 "," 89,395 "," 20,263 "
 48087 ,  Collingsworth County," 2,995 "," 1,899 "," 1,096 ", 640 , 25
 48089 ,  Colorado County," 19,150 "," 12,624 "," 6,526 "," 3,107 ", 379
 48091 ,  Comal County," 73,182 "," 37,654 "," 35,528 "," 12,535 "," 1,174 "
 48093 ,  Comanche County," 13,128 "," 7,790 "," 5,338 "," 2,561 ", 190
 48095 ,  Concho County," 3,831 "," 1,868 "," 1,963 ", 310 , 5
 48097 ,  Cooke County," 33,835 "," 17,984 "," 15,851 "," 7,351 ", 605
 48099 ,  Coryell County," 69,046 "," 27,233 "," 41,813 "," 7,005 "," 4,032 "
 48101 ,  Cottle County," 1,808 "," 1,145 ", 663 , 336 , 10
 48103 ,  Crane County," 3,723 "," 2,512 "," 1,211 ", 584 , 97
 48105 ,  Crockett County," 3,835 "," 2,614 "," 1,221 ", 670 , -
 48107 ,  Crosby County," 6,526 "," 3,782 "," 2,744 "," 1,551 ", 31
 48109 ,  Culberson County," 2,754 "," 1,874 ", 880 , 412 , 36
 48111 ,  Dallam County," 5,688 "," 3,057 "," 2,631 "," 1,134 ", 53
 48113 ,  Dallas County," 2,038,325 "," 923,752 "," 1,114,573 "," 664,899 "," 137,081 "
 48115 ,  Dawson County," 14,126 "," 8,213 "," 5,913 "," 2,426 ", 96
 48117 ,  Deaf Smith County," 16,953 "," 9,730 "," 7,223 "," 4,636 ", 286
 48119 ,  Delta County," 5,048 "," 2,856 "," 2,192 ", 898 , 40
 48121 ,  Denton County," 397,853 "," 150,036 "," 247,817 "," 88,285 "," 12,375 "
 48123 ,  DeWitt County," 18,898 "," 11,654 "," 7,244 "," 3,786 ", 176
 48125 ,  Dickens County," 2,634 "," 1,612 "," 1,022 ", 366 , 13
 48127 ,  Dimmit County," 9,419 "," 6,456 "," 2,963 "," 1,975 ", 69
 48129 ,  Donley County," 3,648 "," 2,111 "," 1,537 ", 686 , 15
 48131 ,  Duval County," 12,153 "," 8,587 "," 3,566 "," 1,836 ", 48
 48133 ,  Eastland County," 17,206 "," 9,923 "," 7,283 "," 3,313 ", 250
 48135 ,  Ector County," 111,545 "," 63,666 "," 47,879 "," 32,819 "," 1,272 "
 48137 ,  Edwards County," 2,033 "," 1,445 ", 588 , 236 , 12
 48139 ,  Ellis County," 102,901 "," 52,411 "," 50,490 "," 21,507 "," 2,064 "
 48141 ,  El Paso County," 621,288 "," 342,929 "," 278,359 "," 188,907 "," 31,468 "
 48143 ,  Erath County," 30,891 "," 14,669 "," 16,222 "," 7,588 ", 801
 48145 ,  Falls County," 17,495 "," 10,903 "," 6,592 "," 2,932 ", 291
 48147 ,  Fannin County," 29,410 "," 14,960 "," 14,450 "," 5,353 ", 372
 48149 ,  Fayette County," 20,692 "," 12,927 "," 7,765 "," 3,786 ", 391
 48151 ,  Fisher County," 4,096 "," 2,604 "," 1,492 ", 624 , 24
 48153 ,  Floyd County," 7,180 "," 4,357 "," 2,823 "," 1,715 ", 67
 48155 ,  Foard County," 1,528 ", 968 , 560 , 260 , 2
 48157 ,  Fort Bend County," 327,666 "," 170,293 "," 157,373 "," 52,477 "," 12,779 "
 48159 ,  Franklin County," 8,897 "," 5,035 "," 3,862 "," 1,200 ", 214
 48161 ,  Freestone County," 16,995 "," 10,813 "," 6,182 "," 2,721 ", 211
 48163 ,  Frio County," 15,018 "," 9,719 "," 5,299 "," 3,732 ", 90
 48165 ,  Gaines County," 13,290 "," 7,917 "," 5,373 "," 3,459 ", 256
 48167 ,  Galveston County," 232,804 "," 122,084 "," 110,720 "," 58,440 "," 5,366 "
 48169 ,  Garza County," 4,549 "," 2,643 "," 1,906 ", 717 , 106
 48171 ,  Gillespie County," 19,783 "," 11,885 "," 7,898 "," 3,012 ", 199
 48173 ,  Glasscock County," 1,297 ", 931 , 366 , 104 , 50
 48175 ,  Goliad County," 6,496 "," 3,954 "," 2,542 ", 961 , 20
 48177 ,  Gonzales County," 17,359 "," 10,639 "," 6,720 "," 3,752 ", 535
 48179 ,  Gray County," 21,422 "," 12,638 "," 8,784 "," 5,085 ", 183
 48181 ,  Grayson County," 103,405 "," 53,029 "," 50,376 "," 26,999 "," 1,285 "
 48183 ,  Gregg County," 103,667 "," 53,950 "," 49,717 "," 27,758 "," 1,582 "
 48185 ,  Grimes County," 22,160 "," 12,888 "," 9,272 "," 3,270 ", 220
 48187 ,  Guadalupe County," 82,868 "," 42,372 "," 40,496 "," 15,145 "," 1,163 "
 48189 ,  Hale County," 33,605 "," 17,126 "," 16,479 "," 9,504 ", 474
 48191 ,  Hall County," 3,505 "," 2,024 "," 1,481 ", 666 , 29
 48193 ,  Hamilton County," 7,773 "," 4,415 "," 3,358 "," 1,418 ", 82
 48195 ,  Hansford County," 5,007 "," 2,923 "," 2,084 ", 957 , 233
 48197 ,  Hardeman County," 4,417 "," 2,646 "," 1,771 "," 1,020 ", 13
 48199 ,  Hardin County," 44,778 "," 27,814 "," 16,964 "," 8,903 ", 135
 48201 ,  Harris County," 3,121,999 "," 1,491,719 "," 1,630,280 "," 1,076,582 "," 181,509 "
 48203 ,  Harrison County," 58,047 "," 33,574 "," 24,473 "," 11,831 ", 727
 48205 ,  Hartley County," 5,209 "," 2,757 "," 2,452 ", 444 , 179
 48207 ,  Haskell County," 5,801 "," 3,669 "," 2,132 "," 1,061 ", 21
 48209 ,  Hays County," 91,596 "," 37,907 "," 53,689 "," 14,086 "," 1,498 "
 48211 ,  Hemphill County," 3,156 "," 1,907 "," 1,249 ", 579 , 30
 48213 ,  Henderson County," 68,679 "," 38,040 "," 30,639 "," 11,795 ", 664
 48215 ,  Hidalgo County," 511,643 "," 312,571 "," 199,072 "," 131,948 "," 22,862 "
 48217 ,  Hill County," 30,127 "," 16,574 "," 13,553 "," 6,013 ", 691
 48219 ,  Hockley County," 21,063 "," 12,252 "," 8,811 "," 4,760 ", 131
 48221 ,  Hood County," 38,723 "," 18,814 "," 19,909 "," 7,462 ", 307
 48223 ,  Hopkins County," 29,908 "," 15,656 "," 14,252 "," 8,039 ", 459
 48225 ,  Houston County," 21,919 "," 11,863 "," 10,056 "," 4,242 ", 307
 48227 ,  Howard County," 31,645 "," 16,848 "," 14,797 "," 6,174 ", 729
 48229 ,  Hudspeth County," 3,056 "," 2,036 "," 1,020 ", 393 , 86
 48231 ,  Hunt County," 71,535 "," 36,630 "," 34,905 "," 14,901 "," 1,263 "
 48233 ,  Hutchinson County," 22,221 "," 13,141 "," 9,080 "," 5,306 ", 188
 48235 ,  Irion County," 1,677 "," 1,022 ", 655 , 170 , 2
 48237 ,  Jack County," 8,266 "," 4,158 "," 4,108 "," 1,355 ", 290
 48239 ,  Jackson County," 13,356 "," 8,227 "," 5,129 "," 2,859 ", 171
 48241 ,  Jasper County," 33,176 "," 20,582 "," 12,594 "," 6,078 ", 234
 48243 ,  Jeff Davis County," 2,124 "," 1,122 "," 1,002 ", 211 , 73
 48245 ,  Jefferson County," 235,207 "," 134,856 "," 100,351 "," 62,209 "," 3,709 "
 48247 ,  Jim Hogg County," 4,859 "," 2,925 "," 1,934 "," 1,419 ", 25
 48249 ,  Jim Wells County," 36,159 "," 23,917 "," 12,242 "," 6,997 ", 304
 48251 ,  Johnson County," 117,495 "," 59,155 "," 58,340 "," 23,718 "," 1,557 "
 48253 ,  Jones County," 19,747 "," 9,465 "," 10,282 "," 2,560 ", 107
 48255 ,  Karnes County," 14,608 "," 8,698 "," 5,910 "," 2,615 ", 204
 48257 ,  Kaufman County," 66,188 "," 35,376 "," 30,812 "," 12,021 ", 941
 48259 ,  Kendall County," 22,263 "," 11,200 "," 11,063 "," 3,049 ", 274
 48261 ,  Kenedy County, 378 , 275 , 103 , 20 , 3
 48263 ,  Kent County, 832 , 522 , 310 , 104 , -
 48265 ,  Kerr County," 41,383 "," 21,349 "," 20,034 "," 8,438 ", 545
 48267 ,  Kimble County," 4,193 "," 2,506 "," 1,687 ", 734 , 93
 48269 ,  King County, 331 , 223 , 108 , 15 , 2
 48271 ,  Kinney County," 3,173 "," 1,855 "," 1,318 ", 436 , 43
 48273 ,  Kleberg County," 29,149 "," 15,514 "," 13,635 "," 6,879 ", 587
 48275 ,  Knox County," 3,984 "," 2,545 "," 1,439 ", 733 , 98
 48277 ,  Lamar County," 45,106 "," 22,389 "," 22,717 "," 14,276 ", 572
 48279 ,  Lamb County," 13,593 "," 8,684 "," 4,909 "," 2,823 ", 191
 48281 ,  Lampasas County," 16,550 "," 8,658 "," 7,892 "," 3,242 ", 405
 48283 ,  La Salle County," 5,437 "," 3,809 "," 1,628 ", 847 , 19
 48285 ,  Lavaca County," 18,080 "," 12,317 "," 5,763 "," 2,896 ", 89
 48287 ,  Lee County," 14,555 "," 8,590 "," 5,965 "," 2,323 ", 264
 48289 ,  Leon County," 14,502 "," 8,298 "," 6,204 "," 2,609 ", 139
 48291 ,  Liberty County," 65,425 "," 35,956 "," 29,469 "," 11,484 ", 970
 48293 ,  Limestone County," 20,632 "," 12,036 "," 8,596 "," 4,385 ", 507
 48295 ,  Lipscomb County," 2,875 "," 1,684 "," 1,191 ", 427 , 69
 48297 ,  Live Oak County," 11,718 "," 7,352 "," 4,366 "," 1,770 ", 316
 48299 ,  Llano County," 16,425 "," 8,842 "," 7,583 "," 2,452 ", 108
 48301 ,  Loving County, 67 , 44 , 23 , 2 , -
 48303 ,  Lubbock County," 225,526 "," 106,871 "," 118,655 "," 67,222 "," 2,561 "
 48305 ,  Lynn County," 6,077 "," 3,841 "," 2,236 "," 1,211 ", 26
 48307 ,  McCulloch County," 7,683 "," 4,496 "," 3,187 "," 1,801 ", 66
 48309 ,  McLennan County," 198,274 "," 95,591 "," 102,683 "," 58,211 "," 3,849 "
 48311 ,  McMullen County, 821 , 588 , 233 , 102 , 5
 48313 ,  Madison County," 12,237 "," 6,261 "," 5,976 "," 1,673 ", 165
 48315 ,  Marion County," 10,335 "," 6,204 "," 4,131 "," 1,182 ", 58
 48317 ,  Martin County," 4,342 "," 2,873 "," 1,469 ", 678 , 91
 48319 ,  Mason County," 3,549 "," 2,309 "," 1,240 ", 497 , 7
 48321 ,  Matagorda County," 35,289 "," 20,755 "," 14,534 "," 9,031 ", 886
 48323 ,  Maverick County," 42,566 "," 27,542 "," 15,024 "," 9,677 "," 1,698 "
 48325 ,  Medina County," 36,605 "," 21,012 "," 15,593 "," 6,101 "," 1,182 "
 48327 ,  Menard County," 2,251 "," 1,282 ", 969 , 454 , 20
 48329 ,  Midland County," 107,417 "," 58,009 "," 49,408 "," 27,483 "," 1,495 "
 48331 ,  Milam County," 22,672 "," 13,421 "," 9,251 "," 4,656 ", 229
